id,municipality,state,latitude,longitude
502,Barra de Guabiraba,Pernambuco,-8.42075,-35.6585
503,Barra de Santa Rosa,Paraíba,-6.71816,-36.0671
504,Barra de Santana,Paraíba,-7.51809,-35.9913
505,Barra de Santo Antônio,Alagoas,-9.4023,-35.5101
506,Barra de São Francisco,Espírito Santo,-18.7548,-40.8965
507,Barra de São Miguel,Alagoas,-9.83842,-35.9057
508,Barra de São Miguel,Paraíba,-7.74603,-36.3209
509,Barra do Bugres,Mato Grosso,-15.0702,-57.1878
510,Barra do Chapéu,São Paulo,-24.4722,-49.0238
511,Barra do Choça,Bahia,-14.8654,-40.5791
512,Barra do Corda,Maranhão,-5.49682,-45.2485
513,Barra do Garças,Mato Grosso,-15.8804,-52.264
514,Barra do Guarita,Rio Grande do Sul,-27.1927,-53.7109
515,Barra do Jacaré,Paraná,-23.116,-50.1842
516,Barra do Mendes,Bahia,-11.81,-42.059
517,Barra do Ouro,Tocantins,-7.69593,-47.6776
518,Barra do Piraí,Rio de Janeiro,-22.4715,-43.8269
519,Barra do Quaraí,Rio Grande do Sul,-30.2029,-57.5497
520,Barra do Ribeiro,Rio Grande do Sul,-30.2939,-51.3014
521,Barra do Rio Azul,Rio Grande do Sul,-27.4069,-52.4084
522,Barra do Rocha,Bahia,-14.2,-39.5991
523,Barra do Turvo,São Paulo,-24.759,-48.5013
524,Barra dos Coqueiros,Sergipe,-10.8996,-37.0323
525,Barra Funda,Rio Grande do Sul,-27.9205,-53.0391
526,Barra Longa,Minas Gerais,-20.2869,-43.0402
527,Barra Mansa,Rio de Janeiro,-22.5481,-44.1752
528,Barra Velha,Santa Catarina,-26.637,-48.6933
529,Barracão,Rio Grande do Sul,-27.6739,-51.4585
530,Barracão,Paraná,-26.2502,-53.6324
531,Barras,Piauí,-4.24468,-42.2922
532,Barreira,Ceará,-4.28921,-38.6429
533,Barreiras,Bahia,-12.1439,-44.9968
534,Barreiras do Piauí,Piauí,-9.9296,-45.4702
535,Barreirinha,Amazonas,-2.79886,-57.0679
536,Barreirinhas,Maranhão,-2.75863,-42.8232
537,Barreiros,Pernambuco,-8.81605,-35.1832
538,Barretos,São Paulo,-20.5531,-48.5698
539,Barrinha,São Paulo,-21.1864,-48.1636
540,Barro,Ceará,-7.17188,-38.7741
541,Barro Alto,Goiás,-14.9658,-48.9086
542,Barro Alto,Bahia,-11.7605,-41.9054
543,Barro Duro,Piauí,-5.81673,-42.5147
544,Barro Preto,Bahia,-14.7948,-39.476
545,Barrocas,Bahia,-11.5272,-39.0776
546,Barrolândia,Tocantins,-9.83404,-48.7252
547,Barroquinha,Ceará,-3.02051,-41.1358
548,Barros Cassal,Rio Grande do Sul,-29.0947,-52.5836
549,Barroso,Minas Gerais,-21.1907,-43.972
550,Barueri,São Paulo,-23.5057,-46.879
551,Bastos,São Paulo,-21.921,-50.7357
552,Bataguassu,Mato Grosso do Sul,-21.7159,-52.4221
553,Batalha,Alagoas,-9.6742,-37.133
554,Batalha,Piauí,-4.0223,-42.0787
555,Batatais,São Paulo,-20.8929,-47.5921
556,Batayporã,Mato Grosso do Sul,-22.2944,-53.2705
557,Baturité,Ceará,-4.32598,-38.8812
558,Bauru,São Paulo,-22.3246,-49.0871
559,Bayeux,Paraíba,-7.1238,-34.9293
560,Bebedouro,São Paulo,-20.9491,-48.4791
561,Beberibe,Ceará,-4.17741,-38.1271
562,Bela Cruz,Ceará,-3.04996,-40.1671
563,Bela Vista,Mato Grosso do Sul,-22.1073,-56.5263
564,Bela Vista da Caroba,Paraná,-25.8842,-53.6725
565,Bela Vista de Goiás,Goiás,-16.9693,-48.9513
566,Bela Vista de Minas,Minas Gerais,-19.8302,-43.0922
567,Bela Vista do Maranhão,Maranhão,-3.72618,-45.3075
568,Bela Vista do Paraíso,Paraná,-22.9937,-51.1927
569,Bela Vista do Piauí,Piauí,-7.98809,-41.8675
570,Bela Vista do Toldo,Santa Catarina,-26.2746,-50.4664
571,Belágua,Maranhão,-3.15485,-43.5122
572,Belém,Alagoas,-9.57047,-36.4904
573,Belém,Pará,-1.4554,-48.4898
574,Belém,Paraíba,-6.74261,-35.5166
575,Belém de Maria,Pernambuco,-8.62504,-35.8335
576,Belém do São Francisco,Pernambuco,-8.75046,-38.9623
577,Belém do Brejo do Cruz,Paraíba,-6.18515,-37.5348
578,Belém do Piauí,Piauí,-7.36652,-40.9688
579,Belford Roxo,Rio de Janeiro,-22.764,-43.3992
580,Belmiro Braga,Minas Gerais,-21.944,-43.4084
581,Belmonte,Santa Catarina,-26.843,-53.5758
582,Belmonte,Bahia,-15.8608,-38.8758
583,Belo Campo,Bahia,-15.0334,-41.2652
584,Belo Horizonte,Minas Gerais,-19.9102,-43.9266
585,Belo Jardim,Pernambuco,-8.3313,-36.4258
586,Belo Monte,Alagoas,-9.82272,-37.277
587,Belo Oriente,Minas Gerais,-19.2199,-42.4828
588,Belo Vale,Minas Gerais,-20.4077,-44.0275
589,Belterra,Pará,-2.63609,-54.9374
590,Beneditinos,Piauí,-5.45676,-42.3638
591,Benedito Leite,Maranhão,-7.21037,-44.5577
592,Benedito Novo,Santa Catarina,-26.781,-49.3593
593,Benevides,Pará,-1.36183,-48.2434
594,Benjamin Constant,Amazonas,-4.37768,-70.0342
595,Benjamin Constant do Sul,Rio Grande do Sul,-27.5086,-52.5995
596,Bento de Abreu,São Paulo,-21.2686,-50.814
597,Bento Fernandes,Rio Grande do Norte,-5.69906,-35.813
598,Bento Gonçalves,Rio Grande do Sul,-29.1662,-51.5165
599,Bequimão,Maranhão,-2.44162,-44.7842
600,Berilo,Minas Gerais,-16.9567,-42.4606
601,Berizal,Minas Gerais,-15.61,-41.7432
602,Bernardino Batista,Paraíba,-6.44572,-38.5521
603,Bernardino de Campos,São Paulo,-23.0164,-49.4679
604,Bernardo do Mearim,Maranhão,-4.62666,-44.7608
605,Bernardo Sayão,Tocantins,-7.87481,-48.8893
606,Bertioga,São Paulo,-23.8486,-46.1396
607,Bertolínia,Piauí,-7.63338,-43.9498
608,Bertópolis,Minas Gerais,-17.059,-40.58
609,Beruri,Amazonas,-3.89874,-61.3616
610,Betânia,Pernambuco,-8.26787,-38.0345
611,Betânia do Piauí,Piauí,-8.14376,-40.7989
612,Betim,Minas Gerais,-19.9668,-44.2008
613,Bezerros,Pernambuco,-8.2328,-35.796
614,Bias Fortes,Minas Gerais,-21.602,-43.7574
615,Bicas,Minas Gerais,-21.7232,-43.056
616,Biguaçu,Santa Catarina,-27.496,-48.6598
617,Bilac,São Paulo,-21.404,-50.4746
618,Biquinhas,Minas Gerais,-18.7754,-45.4974
619,Birigui,São Paulo,-21.291,-50.3432
620,Biritiba-Mirim,São Paulo,-23.5698,-46.0407
621,Biritinga,Bahia,-11.6072,-38.8051
622,Bituruna,Paraná,-26.1607,-51.5518
623,Blumenau,Santa Catarina,-26.9155,-49.0709
624,Boa Esperança,Espírito Santo,-18.5395,-40.3025
625,Boa Esperança,Minas Gerais,-21.0927,-45.5612
626,Boa Esperança,Paraná,-24.2467,-52.7876
627,Boa Esperança do Iguaçu,Paraná,-25.6324,-53.2108
628,Boa Esperança do Sul,São Paulo,-21.9918,-48.3906
629,Boa Hora,Piauí,-4.41404,-42.1357
630,Boa Nova,Bahia,-14.3598,-40.2064
631,Boa Ventura,Paraíba,-7.40982,-38.2113
632,Boa Ventura de São Roque,Paraná,-24.8688,-51.6276
633,Boa Viagem,Ceará,-5.11258,-39.7337
634,Boa Vista,Roraima,2.82384,-60.6753
635,Boa Vista,Paraíba,-7.26365,-36.2357
636,Boa Vista da Aparecida,Paraná,-25.4308,-53.4117
637,Boa Vista das Missões,Rio Grande do Sul,-27.6671,-53.3102
638,Boa Vista do Buricá,Rio Grande do Sul,-27.6693,-54.1082
639,Boa Vista do Cadeado,Rio Grande do Sul,-28.5791,-53.8108
640,Boa Vista do Gurupi,Maranhão,-1.77614,-46.3002
641,Boa Vista do Incra,Rio Grande do Sul,-28.8185,-53.391
642,Boa Vista do Ramos,Amazonas,-2.97409,-57.5873
643,Boa Vista do Sul,Rio Grande do Sul,-29.3544,-51.6687
644,Boa Vista do Tupim,Bahia,-12.6498,-40.6064
645,Boca da Mata,Alagoas,-9.64308,-36.2125
646,Boca do Acre,Amazonas,-8.74232,-67.3919
647,Bocaina,São Paulo,-22.1365,-48.523
648,Bocaina,Piauí,-6.94124,-41.3168
649,Bocaina de Minas,Minas Gerais,-22.1697,-44.3972
650,Bocaina do Sul,Santa Catarina,-27.7455,-49.9423
651,Bocaiúva,Minas Gerais,-17.1135,-43.8104
652,Bocaiúva do Sul,Paraná,-25.2066,-49.1141
653,Bodó,Rio Grande do Norte,-5.98027,-36.4167
654,Bodocó,Pernambuco,-7.77759,-39.9338
655,Bodoquena,Mato Grosso do Sul,-20.537,-56.7127
656,Bofete,São Paulo,-23.1055,-48.2582
657,Boituva,São Paulo,-23.2855,-47.6786
658,Bom Conselho,Pernambuco,-9.16919,-36.6857
659,Bom Despacho,Minas Gerais,-19.7386,-45.2622
660,Bom Jardim,Rio de Janeiro,-22.1545,-42.4251
661,Bom Jardim,Maranhão,-3.54129,-45.606
662,Bom Jardim,Pernambuco,-7.79695,-35.5784
663,Bom Jardim da Serra,Santa Catarina,-28.3377,-49.6373
664,Bom Jardim de Goiás,Goiás,-16.2063,-52.1728
665,Bom Jardim de Minas,Minas Gerais,-21.9479,-44.1885
666,Bom Jesus,Rio Grande do Norte,-5.98648,-35.5792
667,Bom Jesus,Rio Grande do Sul,-28.6697,-50.4295
668,Bom Jesus,Piauí,-9.07124,-44.359
669,Bom Jesus,Santa Catarina,-26.7326,-52.3919
670,Bom Jesus,Paraíba,-6.81601,-38.6453
671,Bom Jesus da Lapa,Bahia,-13.2506,-43.4108
672,Bom Jesus da Penha,Minas Gerais,-21.0148,-46.5174
673,Bom Jesus da Serra,Bahia,-14.3663,-40.5126
674,Bom Jesus das Selvas,Maranhão,-4.47638,-46.8641
675,Bom Jesus de Goiás,Goiás,-18.2173,-49.74
676,Bom Jesus do Amparo,Minas Gerais,-19.7054,-43.4782
677,Bom Jesus do Araguaia,Mato Grosso,-12.1706,-51.5032
678,Bom Jesus do Galho,Minas Gerais,-19.836,-42.3165
679,Bom Jesus do Itabapoana,Rio de Janeiro,-21.1449,-41.6822
680,Bom Jesus do Norte,Espírito Santo,-21.1173,-41.6731
681,Bom Jesus do Oeste,Santa Catarina,-26.6927,-53.0967
682,Bom Jesus do Sul,Paraná,-26.1958,-53.5955
683,Bom Jesus do Tocantins,Tocantins,-8.96306,-48.165
684,Bom Jesus do Tocantins,Pará,-5.0424,-48.6047
685,Bom Jesus dos Perdões,São Paulo,-23.1356,-46.4675
686,Bom Lugar,Maranhão,-4.37311,-45.0326
687,Bom Princípio,Rio Grande do Sul,-29.4856,-51.3548
688,Bom Princípio do Piauí,Piauí,-3.19631,-41.6403
689,Bom Progresso,Rio Grande do Sul,-27.5399,-53.8716
690,Bom Repouso,Minas Gerais,-22.4675,-46.144
691,Bom Retiro,Santa Catarina,-27.799,-49.487
692,Bom Retiro do Sul,Rio Grande do Sul,-29.6071,-51.9456
693,Bom Sucesso,Paraíba,-6.44176,-37.9234
694,Bom Sucesso,Paraná,-23.7063,-51.7671
695,Bom Sucesso,Minas Gerais,-21.0329,-44.7537
696,Bom Sucesso de Itararé,São Paulo,-24.3155,-49.1451
697,Bom Sucesso do Sul,Paraná,-26.0731,-52.8353
698,Bombinhas,Santa Catarina,-27.1382,-48.5146
699,Bonfim,Minas Gerais,-20.3302,-44.2366
700,Bonfim,Roraima,3.36161,-59.8333
701,Bonfim do Piauí,Piauí,-9.1605,-42.8865
702,Bonfinópolis,Goiás,-16.6173,-48.9616
703,Bonfinópolis de Minas,Minas Gerais,-16.568,-45.9839
704,Boninal,Bahia,-12.7069,-41.8286
705,Bonito,Bahia,-11.9668,-41.2647
706,Bonito,Pará,-1.36745,-47.3066
707,Bonito,Pernambuco,-8.47163,-35.7292
708,Bonito,Mato Grosso do Sul,-21.1261,-56.4836
709,Bonito de Minas,Minas Gerais,-15.3231,-44.7543
710,Bonito de Santa Fé,Paraíba,-7.31341,-38.5133
711,Bonópolis,Goiás,-13.6329,-49.8106
712,Boqueirão,Paraíba,-7.487,-36.1309
713,Boqueirão do Leão,Rio Grande do Sul,-29.3046,-52.4284
714,Boqueirão do Piauí,Piauí,-4.48181,-42.1212
715,Boquim,Sergipe,-11.1397,-37.6195
716,Boquira,Bahia,-12.8205,-42.7324
717,Borá,São Paulo,-22.2696,-50.5409
718,Boracéia,São Paulo,-22.1926,-48.7808
719,Borba,Amazonas,-4.39154,-59.5874
720,Borborema,Paraíba,-6.80199,-35.6187
721,Borborema,São Paulo,-21.6214,-49.0741
722,Borda da Mata,Minas Gerais,-22.2707,-46.1653
723,Borebi,São Paulo,-22.5728,-48.9707
724,Borrazópolis,Paraná,-23.9366,-51.5875
725,Bossoroca,Rio Grande do Sul,-28.7291,-54.9035
726,Botelhos,Minas Gerais,-21.6412,-46.391
727,Botucatu,São Paulo,-22.8837,-48.4437
728,Botumirim,Minas Gerais,-16.8657,-43.0086
729,Botuporã,Bahia,-13.3772,-42.5163
730,Botuverá,Santa Catarina,-27.2007,-49.0689
731,Bozano,Rio Grande do Sul,-28.3659,-53.772
732,Braço do Norte,Santa Catarina,-28.2681,-49.1701
733,Braço do Trombudo,Santa Catarina,-27.3586,-49.8821
734,Braga,Rio Grande do Sul,-27.6173,-53.7405
735,Bragança,Pará,-1.06126,-46.7826
736,Bragança Paulista,São Paulo,-22.9527,-46.5419
737,Braganey,Paraná,-24.8173,-53.1218
738,Branquinha,Alagoas,-9.23342,-36.0162
739,Brás Pires,Minas Gerais,-20.8419,-43.2406
740,Brasil Novo,Pará,-3.29792,-52.534
741,Brasilândia,Mato Grosso do Sul,-21.2544,-52.0365
742,Brasilândia de Minas,Minas Gerais,-16.9999,-46.0081
743,Brasilândia do Sul,Paraná,-24.1978,-53.5275
744,Brasilândia do Tocantins,Tocantins,-8.38918,-48.4822
745,Brasiléia,Acre,-10.995,-68.7497
746,Brasileira,Piauí,-4.1337,-41.7859
747,Brasília,Distrito Federal,-15.7795,-47.9297
748,Brasília de Minas,Minas Gerais,-16.2104,-44.4299
749,Brasnorte,Mato Grosso,-12.1474,-57.9833
750,Braúna,São Paulo,-21.499,-50.3175
751,Braúnas,Minas Gerais,-19.0562,-42.7099
752,Brazabrantes,Goiás,-16.4281,-49.3863
753,Brejão,Pernambuco,-9.02915,-36.566
754,Brejetuba,Espírito Santo,-20.1395,-41.2954
755,Brejinho,Rio Grande do Norte,-6.18566,-35.3591
756,Brejinho,Pernambuco,-7.34694,-37.2865
757,Brejinho de Nazaré,Tocantins,-11.0058,-48.5683
758,Brejo,Maranhão,-3.67796,-42.7527
759,Brejo Alegre,São Paulo,-21.1651,-50.1861
760,Brejo da Madre de Deus,Pernambuco,-8.14933,-36.3741
761,Brejo de Areia,Maranhão,-4.334,-45.581
762,Brejo do Cruz,Paraíba,-6.34185,-37.4943
763,Brejo do Piauí,Piauí,-8.20314,-42.8229
764,Brejo dos Santos,Paraíba,-6.37065,-37.8253
765,Brejo Grande,Sergipe,-10.4297,-36.4611
766,Brejo Grande do Araguaia,Pará,-5.69822,-48.4103
767,Brejo Santo,Ceará,-7.48469,-38.9799
768,Brejões,Bahia,-13.1039,-39.7988
769,Brejolândia,Bahia,-12.4815,-43.9679
770,Breu Branco,Pará,-3.77191,-49.5735
771,Breves,Pará,-1.68036,-50.4791
772,Britânia,Goiás,-15.2428,-51.1602
773,Brochier,Rio Grande do Sul,-29.5501,-51.5945
774,Brodowski,São Paulo,-20.9845,-47.6572
775,Brotas,São Paulo,-22.2795,-48.1251
776,Brotas de Macaúbas,Bahia,-11.9915,-42.6326
777,Brumadinho,Minas Gerais,-20.151,-44.2007
778,Brumado,Bahia,-14.2021,-41.6696
779,Brunópolis,Santa Catarina,-27.3058,-50.8684
780,Brusque,Santa Catarina,-27.0977,-48.9107
781,Bueno Brandão,Minas Gerais,-22.4383,-46.3491
782,Buenópolis,Minas Gerais,-17.8744,-44.1775
783,Buenos Aires,Pernambuco,-7.72449,-35.3182
784,Buerarema,Bahia,-14.9595,-39.3028
785,Bugre,Minas Gerais,-19.4231,-42.2552
786,Buíque,Pernambuco,-8.61954,-37.1606
787,Bujari,Acre,-9.81528,-67.955
788,Bujaru,Pará,-1.51762,-48.0381
789,Buri,São Paulo,-23.7977,-48.5958
790,Buritama,São Paulo,-21.0661,-50.1475
791,Buriti,Maranhão,-3.94169,-42.9179
792,Buriti Alegre,Goiás,-18.1378,-49.0404
793,Buriti Bravo,Maranhão,-5.83239,-43.8353
794,Buriti de Goiás,Goiás,-16.1792,-50.4302
795,Buriti do Tocantins,Tocantins,-5.31448,-48.2271
796,Buriti dos Lopes,Piauí,-3.18259,-41.8695
797,Buriti dos Montes,Piauí,-5.30584,-41.0933
798,Buriticupu,Maranhão,-4.32375,-46.4409
799,Buritinópolis,Goiás,-14.4772,-46.4076
800,Buritirama,Bahia,-10.7171,-43.6302
801,Buritirana,Maranhão,-5.59823,-47.0131
802,Buritis,Rondônia,-10.1943,-63.8324
803,Buritis,Minas Gerais,-15.6218,-46.4221
804,Buritizal,São Paulo,-20.1911,-47.7096
805,Buritizeiro,Minas Gerais,-17.3656,-44.9606
806,Butiá,Rio Grande do Sul,-30.1179,-51.9601
807,Caapiranga,Amazonas,-3.31537,-61.2206
808,Caaporã,Paraíba,-7.51351,-34.9055
809,Caarapó,Mato Grosso do Sul,-22.6368,-54.8209
810,Caatiba,Bahia,-14.9699,-40.4092
811,Cabaceiras,Paraíba,-7.48899,-36.287
812,Cabaceiras do Paraguaçu,Bahia,-12.5317,-39.1902
813,Cabeceira Grande,Minas Gerais,-16.0335,-47.0862
814,Cabeceiras,Goiás,-15.7995,-46.9265
815,Cabeceiras do Piauí,Piauí,-4.4773,-42.3069
816,Cabedelo,Paraíba,-6.98731,-34.8284
817,Cabixi,Rondônia,-13.4945,-60.552
818,Cabo de Santo Agostinho,Pernambuco,-8.28218,-35.0253
819,Cabo Frio,Rio de Janeiro,-22.8894,-42.0286
820,Cabo Verde,Minas Gerais,-21.4699,-46.3919
821,Cabrália Paulista,São Paulo,-22.4576,-49.3393
822,Cabreúva,São Paulo,-23.3053,-47.1362
823,Cabrobó,Pernambuco,-8.50548,-39.3094
824,Caçador,Santa Catarina,-26.7757,-51.012
825,Caçapava,São Paulo,-23.0992,-45.7076
826,Caçapava do Sul,Rio Grande do Sul,-30.5144,-53.4827
827,Cacaulândia,Rondônia,-10.349,-62.9043
828,Cacequi,Rio Grande do Sul,-29.8883,-54.822
829,Cáceres,Mato Grosso,-16.0764,-57.6818
830,Cachoeira,Bahia,-12.5994,-38.9587
831,Cachoeira Alta,Goiás,-18.7618,-50.9432
832,Cachoeira da Prata,Minas Gerais,-19.521,-44.4544
833,Cachoeira de Goiás,Goiás,-16.6635,-50.646
834,Cachoeira de Minas,Minas Gerais,-22.3511,-45.7809
835,Cachoeira de Pajeú,Minas Gerais,-15.9688,-41.4948
836,Cachoeira do Arari,Pará,-1.01226,-48.9503
837,Cachoeira do Piriá,Pará,-1.75974,-46.5459
838,Cachoeira do Sul,Rio Grande do Sul,-30.033,-52.8928
839,Cachoeira dos Índios,Paraíba,-6.91353,-38.676
840,Cachoeira Dourada,Goiás,-18.4859,-49.4766
841,Cachoeira Dourada,Minas Gerais,-18.5161,-49.5039
842,Cachoeira Grande,Maranhão,-2.93074,-44.0528
843,Cachoeira Paulista,São Paulo,-22.6665,-45.0154
844,Cachoeiras de Macacu,Rio de Janeiro,-22.4658,-42.6523
845,Cachoeirinha,Pernambuco,-8.48668,-36.2402
846,Cachoeirinha,Tocantins,-6.1156,-47.9234
847,Cachoeirinha,Rio Grande do Sul,-29.9472,-51.1016
848,Cachoeiro de Itapemirim,Espírito Santo,-20.8462,-41.1198
849,Cacimba de Areia,Paraíba,-7.12128,-37.1563
850,Cacimba de Dentro,Paraíba,-6.6386,-35.7778
851,Cacimbas,Paraíba,-7.20721,-37.0604
852,Cacimbinhas,Alagoas,-9.40121,-36.9911
853,Cacique Doble,Rio Grande do Sul,-27.767,-51.6597
854,Cacoal,Rondônia,-11.4343,-61.4562
855,Caconde,São Paulo,-21.528,-46.6437
856,Caçu,Goiás,-18.5594,-51.1328
857,Caculé,Bahia,-14.5003,-42.2229
858,Caém,Bahia,-11.0677,-40.432
859,Caetanópolis,Minas Gerais,-19.2971,-44.4189
860,Caetanos,Bahia,-14.3347,-40.9175
861,Caeté,Minas Gerais,-19.8826,-43.6704
862,Caetés,Pernambuco,-8.7803,-36.6268
863,Caetité,Bahia,-14.0684,-42.4861
864,Cafarnaum,Bahia,-11.6914,-41.4688
865,Cafeara,Paraná,-22.789,-51.7142
866,Cafelândia,São Paulo,-21.8031,-49.6092
867,Cafelândia,Paraná,-24.6189,-53.3207
868,Cafezal do Sul,Paraná,-23.9005,-53.5124
869,Caiabu,São Paulo,-22.0127,-51.2394
870,Caiana,Minas Gerais,-20.6956,-41.9292
871,Caiapônia,Goiás,-16.9539,-51.8091
872,Caibaté,Rio Grande do Sul,-28.2905,-54.6454
873,Caibi,Santa Catarina,-27.0741,-53.2458
874,Caiçara,Rio Grande do Sul,-27.2791,-53.4257
875,Caiçara,Paraíba,-6.62115,-35.4581
876,Caiçara do Norte,Rio Grande do Norte,-5.07091,-36.0717
877,Caiçara do Rio do Vento,Rio Grande do Norte,-5.76541,-35.9938
878,Caicó,Rio Grande do Norte,-6.45441,-37.1067
879,Caieiras,São Paulo,-23.3607,-46.7397
880,Cairu,Bahia,-13.4904,-39.0465
881,Caiuá,São Paulo,-21.8322,-51.9969
882,Cajamar,São Paulo,-23.355,-46.8781
883,Cajapió,Maranhão,-2.87326,-44.6741
884,Cajari,Maranhão,-3.32742,-45.0145
885,Cajati,São Paulo,-24.7324,-48.1223
886,Cajazeiras,Paraíba,-6.88004,-38.5577
887,Cajazeiras do Piauí,Piauí,-6.79667,-42.3903
888,Cajazeirinhas,Paraíba,-6.96016,-37.8009
889,Cajobi,São Paulo,-20.8773,-48.8063
890,Cajueiro,Alagoas,-9.3994,-36.1559
891,Cajueiro da Praia,Piauí,-2.93111,-41.3408
892,Cajuri,Minas Gerais,-20.7903,-42.7925
893,Cajuru,São Paulo,-21.2749,-47.303
894,Calçado,Pernambuco,-8.73108,-36.3366
895,Calçoene,Amapá,2.50475,-50.9512
896,Caldas,Minas Gerais,-21.9183,-46.3843
897,Caldas Brandão,Paraíba,-7.1025,-35.3272
898,Caldas Novas,Goiás,-17.7441,-48.6246
899,Caldazinha,Goiás,-16.7117,-49.0013
900,Caldeirão Grande,Bahia,-11.0208,-40.2956
901,Caldeirão Grande do Piauí,Piauí,-7.3314,-40.6366
902,Califórnia,Paraná,-23.6566,-51.3574
903,Calmon,Santa Catarina,-26.5942,-51.095
904,Calumbi,Pernambuco,-7.93551,-38.1482
905,Camacan,Bahia,-15.4142,-39.4919
906,Camaçari,Bahia,-12.6996,-38.3263
907,Camacho,Minas Gerais,-20.6294,-45.1593
908,Camalaú,Paraíba,-7.88503,-36.8242
909,Camamu,Bahia,-13.9398,-39.1071
910,Camanducaia,Minas Gerais,-22.7515,-46.1494
911,Camapuã,Mato Grosso do Sul,-19.5347,-54.0431
912,Camaquã,Rio Grande do Sul,-30.8489,-51.8043
913,Camaragibe,Pernambuco,-8.02351,-34.9782
914,Camargo,Rio Grande do Sul,-28.588,-52.2003
915,Cambará,Paraná,-23.0423,-50.0753
916,Cambará do Sul,Rio Grande do Sul,-29.0474,-50.1465
917,Cambé,Paraná,-23.2766,-51.2798
918,Cambira,Paraná,-23.589,-51.5792
919,Camboriú,Santa Catarina,-27.0241,-48.6503
920,Cambuci,Rio de Janeiro,-21.5691,-41.9187
921,Cambuí,Minas Gerais,-22.6115,-46.0572
922,Cambuquira,Minas Gerais,-21.854,-45.2896
923,Cametá,Pará,-2.24295,-49.4979
924,Camocim,Ceará,-2.9005,-40.8544
925,Camocim de São Félix,Pernambuco,-8.35865,-35.7653
926,Campanário,Minas Gerais,-18.2427,-41.7355
927,Campanha,Minas Gerais,-21.836,-45.4004
928,Campestre,Minas Gerais,-21.7079,-46.2381
929,Campestre,Alagoas,-8.84723,-35.5685
930,Campestre da Serra,Rio Grande do Sul,-28.7926,-51.0941
931,Campestre de Goiás,Goiás,-16.7624,-49.695
932,Campestre do Maranhão,Maranhão,-6.17075,-47.3625
933,Campina da Lagoa,Paraná,-24.5893,-52.7976
934,Campina das Missões,Rio Grande do Sul,-27.9888,-54.8416
935,Campina do Monte Alegre,São Paulo,-23.5895,-48.4758
936,Campina do Simão,Paraná,-25.0802,-51.8237
937,Campina Grande,Paraíba,-7.22196,-35.8731
938,Campina Grande do Sul,Paraná,-25.3044,-49.0551
939,Campina Verde,Minas Gerais,-19.5382,-49.4862
940,Campinaçu,Goiás,-13.787,-48.5704
941,Campinápolis,Mato Grosso,-14.5162,-52.893
942,Campinas,São Paulo,-22.9053,-47.0659
943,Campinas do Piauí,Piauí,-7.6593,-41.8775
944,Campinas do Sul,Rio Grande do Sul,-27.7174,-52.6248
945,Campinorte,Goiás,-14.3137,-49.1511
946,Campo Alegre,Santa Catarina,-26.195,-49.2676
947,Campo Alegre,Alagoas,-9.78451,-36.3525
948,Campo Alegre de Goiás,Goiás,-17.6363,-47.7768
949,Campo Alegre de Lourdes,Bahia,-9.52221,-43.0126
950,Campo Alegre do Fidalgo,Piauí,-8.38236,-41.8344
951,Campo Azul,Minas Gerais,-16.5028,-44.8096
952,Campo Belo,Minas Gerais,-20.8932,-45.2699
953,Campo Belo do Sul,Santa Catarina,-27.8975,-50.7595
954,Campo Bom,Rio Grande do Sul,-29.6747,-51.0606
955,Campo Bonito,Paraná,-25.0294,-52.9939
956,Tacima,Paraíba,-6.48759,-35.6367
957,Campo do Brito,Sergipe,-10.7392,-37.4954
958,Campo do Meio,Minas Gerais,-21.1127,-45.8273
959,Campo do Tenente,Paraná,-25.98,-49.6844
960,Campo Erê,Santa Catarina,-26.3931,-53.0856
961,Campo Florido,Minas Gerais,-19.7631,-48.5716
962,Campo Formoso,Bahia,-10.5105,-40.32
963,Campo Grande,Alagoas,-9.95542,-36.7926
964,Campo Grande,Mato Grosso do Sul,-20.4486,-54.6295
965,Campo Grande do Piauí,Piauí,-7.12827,-41.0315
966,Campo Largo,Paraná,-25.4525,-49.529
967,Campo Largo do Piauí,Piauí,-3.80441,-42.64
968,Campo Limpo Paulista,São Paulo,-23.2078,-46.7889
969,Campo Magro,Paraná,-25.3687,-49.4501
970,Campo Maior,Piauí,-4.8217,-42.1641
971,Campo Mourão,Paraná,-24.0463,-52.378
972,Campo Novo,Rio Grande do Sul,-27.6792,-53.8052
973,Campo Novo de Rondônia,Rondônia,-10.5712,-63.6266
974,Campo Novo do Parecis,Mato Grosso,-13.6587,-57.8907
975,Campo Redondo,Rio Grande do Norte,-6.23829,-36.1888
976,Campo Verde,Mato Grosso,-15.545,-55.1626
977,Campos Altos,Minas Gerais,-19.6914,-46.1725
978,Campos Belos,Goiás,-13.035,-46.7681
979,Campos Borges,Rio Grande do Sul,-28.8871,-53.0008
980,Campos de Júlio,Mato Grosso,-13.7242,-59.2858
981,Campos do Jordão,São Paulo,-22.7296,-45.5833
982,Campos dos Goytacazes,Rio de Janeiro,-21.7622,-41.3181
983,Campos Gerais,Minas Gerais,-21.237,-45.7569
984,Campos Lindos,Tocantins,-7.98956,-46.8645
985,Campos Novos,Santa Catarina,-27.4002,-51.2276
986,Campos Novos Paulista,São Paulo,-22.602,-49.9987
987,Campos Sales,Ceará,-7.06761,-40.3687
988,Campos Verdes,Goiás,-14.2442,-49.6528
