id,municipality,state,latitude,longitude
4828,São Vendelino,Rio Grande do Sul,-29.3729,-51.3675
4829,São Vicente,São Paulo,-23.9574,-46.3883
4830,São Vicente,Rio Grande do Norte,-6.21893,-36.6827
4831,São Vicente de Minas,Minas Gerais,-21.7042,-44.4431
4832,São Vicente do Sul,Rio Grande do Sul,-29.6882,-54.6826
4833,São Vicente Ferrer,Pernambuco,-7.58969,-35.4808
4834,São Vicente Ferrer,Maranhão,-2.89487,-44.8681
4835,Sapé,Paraíba,-7.09359,-35.228
4836,Sapeaçu,Bahia,-12.7208,-39.1824
4837,Sapezal,Mato Grosso,-12.9892,-58.7645
4838,Sapiranga,Rio Grande do Sul,-29.6349,-51.0064
4839,Sapopema,Paraná,-23.9078,-50.5801
4840,Sapucaí-Mirim,Minas Gerais,-22.7409,-45.738
4841,Sapucaia,Rio de Janeiro,-21.9949,-42.9142
4842,Sapucaia,Pará,-6.94018,-49.6834
4843,Sapucaia do Sul,Rio Grande do Sul,-29.8276,-51.145
4844,Saquarema,Rio de Janeiro,-22.9292,-42.5099
4845,Sarandi,Rio Grande do Sul,-27.942,-52.9231
4846,Sarandi,Paraná,-23.4441,-51.876
4847,Sarapuí,São Paulo,-23.6397,-47.8249
4848,Sardoá,Minas Gerais,-18.7828,-42.3629
4849,Sarutaiá,São Paulo,-23.2721,-49.4763
4850,Sarzedo,Minas Gerais,-20.0367,-44.1446
4851,Sátiro Dias,Bahia,-11.5929,-38.5938
4852,Satuba,Alagoas,-9.56911,-35.8227
4853,Satubinha,Maranhão,-4.04913,-45.2457
4854,Saubara,Bahia,-12.7387,-38.7625
4855,Saudade do Iguaçu,Paraná,-25.6917,-52.6184
4856,Saudades,Santa Catarina,-26.9317,-53.0021
4857,Saúde,Bahia,-10.9428,-40.4155
4858,Schroeder,Santa Catarina,-26.4116,-49.074
4859,Seabra,Bahia,-12.4169,-41.7722
4860,Seara,Santa Catarina,-27.1564,-52.299
4861,Sebastianópolis do Sul,São Paulo,-20.6523,-49.925
4862,Sebastião Barros,Piauí,-10.817,-44.8337
4863,Sebastião Laranjeiras,Bahia,-14.571,-42.9434
4864,Sebastião Leal,Piauí,-7.56803,-44.06
4865,Seberi,Rio Grande do Sul,-27.4829,-53.4026
4866,Sede Nova,Rio Grande do Sul,-27.6367,-53.9493
4867,Segredo,Rio Grande do Sul,-29.3523,-52.9767
4868,Selbach,Rio Grande do Sul,-28.6294,-52.9498
4869,Selvíria,Mato Grosso do Sul,-20.3637,-51.4192
4870,Sem-Peixe,Minas Gerais,-20.1008,-42.8483
4871,Senador Alexandre Costa,Maranhão,-5.25096,-44.0533
4872,Senador Amaral,Minas Gerais,-22.5869,-46.1763
4873,Senador Canedo,Goiás,-16.7084,-49.0914
4874,Senador Cortes,Minas Gerais,-21.7986,-42.9424
4875,Senador Elói de Souza,Rio Grande do Norte,-6.03334,-35.6978
4876,Senador Firmino,Minas Gerais,-20.9158,-43.0904
4877,Senador Georgino Avelino,Rio Grande do Norte,-6.1576,-35.1299
4878,Senador Guiomard,Acre,-10.1497,-67.7362
4879,Senador José Bento,Minas Gerais,-22.1633,-46.1792
4880,Senador La Rocque,Maranhão,-5.4461,-47.2959
4881,Senador Modestino Gonçalves,Minas Gerais,-17.9465,-43.2172
4882,Senador Pompeu,Ceará,-5.58244,-39.3704
4883,Senador Rui Palmeira,Alagoas,-9.46986,-37.4576
4884,Senador Sá,Ceará,-3.35305,-40.4662
4885,Senador Salgado Filho,Rio Grande do Sul,-28.025,-54.5507
4886,Sengés,Paraná,-24.1129,-49.4616
4887,Senhor do Bonfim,Bahia,-10.4594,-40.1865
4888,Senhora de Oliveira,Minas Gerais,-20.7972,-43.3394
4889,Senhora do Porto,Minas Gerais,-18.8909,-43.0799
4890,Senhora dos Remédios,Minas Gerais,-21.0351,-43.5812
4891,Sentinela do Sul,Rio Grande do Sul,-30.6107,-51.5862
4892,Sento Sé,Bahia,-9.74138,-41.8786
4893,Serafina Corrêa,Rio Grande do Sul,-28.7126,-51.9352
4894,Sericita,Minas Gerais,-20.4748,-42.4828
4895,São Vicente do Seridó,Paraíba,-6.85426,-36.4122
4896,Seringueiras,Rondônia,-11.8055,-63.0182
4897,Sério,Rio Grande do Sul,-29.3904,-52.2685
4898,Seritinga,Minas Gerais,-21.9134,-44.518
4899,Seropédica,Rio de Janeiro,-22.7526,-43.7155
4900,Serra,Espírito Santo,-20.121,-40.3074
4901,Serra Alta,Santa Catarina,-26.7229,-53.0409
4902,Serra Azul,São Paulo,-21.3074,-47.5602
4903,Serra Azul de Minas,Minas Gerais,-18.3602,-43.1675
4904,Serra Branca,Paraíba,-7.48034,-36.666
4905,Serra Caiada,Rio Grande do Norte,-6.10478,-35.71126
4906,Serra da Raiz,Paraíba,-6.68527,-35.4379
4907,Serra da Saudade,Minas Gerais,-19.4447,-45.795
4908,Serra de São Bento,Rio Grande do Norte,-6.41762,-35.7033
4909,Serra do Mel,Rio Grande do Norte,-5.17725,-37.0242
4910,Serra do Navio,Amapá,0.901357,-52.0036
4911,Serra do Ramalho,Bahia,-13.5659,-43.5929
4912,Serra do Salitre,Minas Gerais,-19.1083,-46.6961
4913,Serra dos Aimorés,Minas Gerais,-17.7872,-40.2453
4914,Serra Dourada,Bahia,-12.759,-43.9504
4915,Serra Grande,Paraíba,-7.20957,-38.3647
4916,Serra Negra,São Paulo,-22.6139,-46.7033
4917,Serra Negra do Norte,Rio Grande do Norte,-6.66031,-37.3996
4918,Serra Nova Dourada,Mato Grosso,-12.0896,-51.4025
4919,Serra Preta,Bahia,-12.156,-39.3305
4920,Serra Redonda,Paraíba,-7.18622,-35.6842
4921,Serra Talhada,Pernambuco,-7.98178,-38.289
4922,Serrana,São Paulo,-21.2043,-47.5952
4923,Serrania,Minas Gerais,-21.5441,-46.0417
4924,Serrano do Maranhão,Maranhão,-1.85229,-45.1207
4925,Serranópolis,Goiás,-18.3067,-51.9586
4926,Serranópolis de Minas,Minas Gerais,-15.8176,-42.8732
4927,Serranópolis do Iguaçu,Paraná,-25.3799,-54.0518
4928,Serranos,Minas Gerais,-21.8857,-44.5125
4929,Serraria,Paraíba,-6.81569,-35.6282
4930,Serrinha,Bahia,-11.6584,-39.01
4931,Serrinha,Rio Grande do Norte,-6.28181,-35.5
4932,Serrinha dos Pintos,Rio Grande do Norte,-6.11087,-37.9548
4933,Serrita,Pernambuco,-7.94041,-39.2951
4934,Serro,Minas Gerais,-18.5991,-43.3744
4935,Serrolândia,Bahia,-11.4085,-40.2983
4936,Sertaneja,Paraná,-23.0361,-50.8317
4937,Sertânia,Pernambuco,-8.06847,-37.2684
4938,Sertanópolis,Paraná,-23.0571,-51.0399
4939,Sertão,Rio Grande do Sul,-27.9798,-52.2588
4940,Sertão Santana,Rio Grande do Sul,-30.4562,-51.6017
4941,Sertãozinho,São Paulo,-21.1316,-47.9875
4942,Sertãozinho,Paraíba,-6.75127,-35.4372
4943,Sete Barras,São Paulo,-24.382,-47.9279
4944,Sete de Setembro,Rio Grande do Sul,-28.1362,-54.4637
4945,Sete Lagoas,Minas Gerais,-19.4569,-44.2413
4946,Sete Quedas,Mato Grosso do Sul,-23.9705,-55.0398
4947,Setubinha,Minas Gerais,-17.6002,-42.1587
4948,Severiano de Almeida,Rio Grande do Sul,-27.4362,-52.1217
4949,Severiano Melo,Rio Grande do Norte,-5.77666,-37.957
4950,Severínia,São Paulo,-20.8108,-48.8054
4951,Siderópolis,Santa Catarina,-28.5955,-49.4314
4952,Sidrolândia,Mato Grosso do Sul,-20.9302,-54.9692
4953,Sigefredo Pacheco,Piauí,-4.91665,-41.7311
4954,Silva Jardim,Rio de Janeiro,-22.6574,-42.3961
4955,Silvânia,Goiás,-16.66,-48.6083
4956,Silvanópolis,Tocantins,-11.1471,-48.1694
4957,Silveira Martins,Rio Grande do Sul,-29.6467,-53.591
4958,Silveirânia,Minas Gerais,-21.1615,-43.2128
4959,Silveiras,São Paulo,-22.6638,-44.8522
4960,Silves,Amazonas,-2.81748,-58.248
4961,Silvianópolis,Minas Gerais,-22.0274,-45.8385
4962,Simão Dias,Sergipe,-10.7387,-37.8097
4963,Simão Pereira,Minas Gerais,-21.964,-43.3088
4964,Simões,Piauí,-7.59109,-40.8137
4965,Simões Filho,Bahia,-12.7866,-38.4029
4966,Simolândia,Goiás,-14.4644,-46.4847
4967,Simonésia,Minas Gerais,-20.1341,-42.0091
4968,Simplício Mendes,Piauí,-7.85294,-41.9075
4969,Sinimbu,Rio Grande do Sul,-29.5357,-52.5304
4970,Sinop,Mato Grosso,-11.8604,-55.5091
4971,Siqueira Campos,Paraná,-23.6875,-49.8304
4972,Sirinhaém,Pernambuco,-8.58778,-35.1126
4973,Siriri,Sergipe,-10.5965,-37.1131
4974,Sítio d'Abadia,Goiás,-14.7992,-46.2506
4975,Sítio do Mato,Bahia,-13.0801,-43.4689
4976,Sítio do Quinto,Bahia,-10.3545,-38.2213
4977,Sítio Novo,Rio Grande do Norte,-6.11132,-35.909
4978,Sítio Novo,Maranhão,-5.87601,-46.7033
4979,Sítio Novo do Tocantins,Tocantins,-5.6012,-47.6381
4980,Sobradinho,Bahia,-9.45024,-40.8145
4981,Sobradinho,Rio Grande do Sul,-29.4194,-53.0326
4982,Sobrado,Paraíba,-7.14429,-35.2357
4983,Sobral,Ceará,-3.68913,-40.3482
4984,Sobrália,Minas Gerais,-19.2345,-42.0998
4985,Socorro,São Paulo,-22.5903,-46.5251
4986,Socorro do Piauí,Piauí,-7.86773,-42.4922
4987,Solânea,Paraíba,-6.75161,-35.6636
4988,Soledade,Paraíba,-7.05829,-36.3668
4989,Soledade,Rio Grande do Sul,-28.8306,-52.5131
4990,Soledade de Minas,Minas Gerais,-22.0554,-45.0464
4991,Solidão,Pernambuco,-7.59472,-37.6445
4992,Solonópole,Ceará,-5.71894,-39.0107
4993,Sombrio,Santa Catarina,-29.108,-49.6328
4994,Sonora,Mato Grosso do Sul,-17.5698,-54.7551
4995,Sooretama,Espírito Santo,-19.1897,-40.0974
4996,Sorocaba,São Paulo,-23.4969,-47.4451
4997,Sorriso,Mato Grosso,-12.5425,-55.7211
4998,Sossêgo,Paraíba,-6.77067,-36.2538
4999,Soure,Pará,-0.73032,-48.5015
5000,Sousa,Paraíba,-6.75148,-38.2311
5001,Souto Soares,Bahia,-12.088,-41.6427
5002,Sucupira,Tocantins,-11.993,-48.9685
5003,Sucupira do Norte,Maranhão,-6.47839,-44.1919
5004,Sucupira do Riachão,Maranhão,-6.40858,-43.5455
5005,Sud Mennucci,São Paulo,-20.6872,-50.9238
5006,Sul Brasil,Santa Catarina,-26.7351,-52.964
5007,Sulina,Paraná,-25.7066,-52.7299
5008,Sumaré,São Paulo,-22.8204,-47.2728
5009,Sumé,Paraíba,-7.66206,-36.884
5010,Sumidouro,Rio de Janeiro,-22.0485,-42.6761
5011,Surubim,Pernambuco,-7.84746,-35.7481
5012,Sussuapara,Piauí,-7.03687,-41.3767
5013,Suzanápolis,São Paulo,-20.4981,-51.0268
5014,Suzano,São Paulo,-23.5448,-46.3112
5015,Tabaí,Rio Grande do Sul,-29.643,-51.6823
5016,Tabaporã,Mato Grosso,-11.3007,-56.8312
5017,Tabapuã,São Paulo,-20.9602,-49.0307
5018,Tabatinga,São Paulo,-21.7239,-48.6896
5019,Tabatinga,Amazonas,-4.2416,-69.9383
5020,Tabira,Pernambuco,-7.58366,-37.5377
5021,Taboão da Serra,São Paulo,-23.6019,-46.7526
5022,Tabocas do Brejo Velho,Bahia,-12.7026,-44.0075
5023,Taboleiro Grande,Rio Grande do Norte,-5.91948,-38.0367
5024,Tabuleiro,Minas Gerais,-21.3632,-43.2381
5025,Tabuleiro do Norte,Ceará,-5.24353,-38.1282
5026,Tacaimbó,Pernambuco,-8.30867,-36.3
5027,Tacaratu,Pernambuco,-9.09798,-38.1504
5028,Taciba,São Paulo,-22.3866,-51.2882
5029,Tacuru,Mato Grosso do Sul,-23.636,-55.0141
5030,Taguaí,São Paulo,-23.4452,-49.4024
5031,Taguatinga,Tocantins,-12.4026,-46.437
5032,Taiaçu,São Paulo,-21.1431,-48.5112
5033,Tailândia,Pará,-2.94584,-48.9489
5034,Taió,Santa Catarina,-27.121,-49.9942
5035,Taiobeiras,Minas Gerais,-15.8106,-42.2259
5036,Taipas do Tocantins,Tocantins,-12.1873,-46.9797
5037,Taipu,Rio Grande do Norte,-5.63058,-35.5918
5038,Taiúva,São Paulo,-21.1223,-48.4528
5039,Talismã,Tocantins,-12.7949,-49.0896
5040,Tamandaré,Pernambuco,-8.75665,-35.1033
5041,Tamarana,Paraná,-23.7204,-51.0991
5042,Tambaú,São Paulo,-21.7029,-47.2703
5043,Tamboara,Paraná,-23.2036,-52.4743
5044,Tamboril,Ceará,-4.83136,-40.3196
5045,Tamboril do Piauí,Piauí,-8.40937,-42.9211
5046,Tanabi,São Paulo,-20.6228,-49.6563
5047,Tangará,Rio Grande do Norte,-6.19649,-35.7989
5048,Tangará,Santa Catarina,-27.0996,-51.2473
5049,Tangará da Serra,Mato Grosso,-14.6229,-57.4933
5050,Tanguá,Rio de Janeiro,-22.7423,-42.7202
5051,Tanhaçu,Bahia,-14.0197,-41.2473
5052,Tanque d'Arca,Alagoas,-9.53379,-36.4366
5053,Tanque do Piauí,Piauí,-6.59787,-42.2795
5054,Tanque Novo,Bahia,-13.5485,-42.4934
5055,Tanquinho,Bahia,-11.968,-39.1033
5056,Taparuba,Minas Gerais,-19.7621,-41.608
5057,Tapauá,Amazonas,-5.62085,-63.1808
5058,Tapejara,Rio Grande do Sul,-28.0652,-52.0097
5059,Tapejara,Paraná,-23.7315,-52.8735
5060,Tapera,Rio Grande do Sul,-28.6277,-52.8613
5061,Taperoá,Bahia,-13.5321,-39.1009
5062,Taperoá,Paraíba,-7.20629,-36.8245
5063,Tapes,Rio Grande do Sul,-30.6683,-51.3991
5064,Tapira,Minas Gerais,-19.9166,-46.8264
5065,Tapira,Paraná,-23.3193,-53.0684
5066,Tapiraí,Minas Gerais,-19.8936,-46.0221
5067,Tapiraí,São Paulo,-23.9612,-47.5062
5068,Tapiramutá,Bahia,-11.8475,-40.7927
5069,Tapiratiba,São Paulo,-21.4713,-46.7448
5070,Tapurah,Mato Grosso,-12.695,-56.5178
5071,Taquara,Rio Grande do Sul,-29.6505,-50.7753
5072,Taquaraçu de Minas,Minas Gerais,-19.6652,-43.6922
5073,Taquaral,São Paulo,-21.0737,-48.4126
5074,Taquaral de Goiás,Goiás,-16.0521,-49.6039
5075,Taquarana,Alagoas,-9.64529,-36.4928
5076,Taquari,Rio Grande do Sul,-29.7943,-51.8653
5077,Taquaritinga,São Paulo,-21.4049,-48.5103
5078,Taquaritinga do Norte,Pernambuco,-7.89446,-36.0423
5079,Taquarituba,São Paulo,-23.5307,-49.241
5080,Taquarivaí,São Paulo,-23.9211,-48.6948
5081,Taquaruçu do Sul,Rio Grande do Sul,-27.4005,-53.4702
5082,Taquarussu,Mato Grosso do Sul,-22.4898,-53.3519
5083,Tarabai,São Paulo,-22.3016,-51.5621
5084,Tarauacá,Acre,-8.15697,-70.7722
5085,Tarrafas,Ceará,-6.67838,-39.753
5086,Tartarugalzinho,Amapá,1.50652,-50.9087
5087,Tarumã,São Paulo,-22.7429,-50.5786
5088,Tarumirim,Minas Gerais,-19.2835,-42.0097
5089,Tasso Fragoso,Maranhão,-8.4662,-45.7536
5090,Tatuí,São Paulo,-23.3487,-47.8461
5091,Tauá,Ceará,-5.98585,-40.2968
5092,Taubaté,São Paulo,-23.0104,-45.5593
5093,Tavares,Paraíba,-7.62697,-37.8712
5094,Tavares,Rio Grande do Sul,-31.2843,-51.088
5095,Tefé,Amazonas,-3.36822,-64.7193
5096,Teixeira,Paraíba,-7.22104,-37.2525
5097,Teixeira de Freitas,Bahia,-17.5399,-39.74
5098,Teixeira Soares,Paraná,-25.3701,-50.4571
5099,Teixeiras,Minas Gerais,-20.6561,-42.8564
5100,Teixeirópolis,Rondônia,-10.9056,-62.242
5101,Tejuçuoca,Ceará,-3.98831,-39.5799
5102,Tejupá,São Paulo,-23.3425,-49.3722
5103,Telêmaco Borba,Paraná,-24.3245,-50.6176
5104,Telha,Sergipe,-10.2064,-36.8818
5105,Tenente Ananias,Rio Grande do Norte,-6.45823,-38.182
5106,Tenente Laurentino Cruz,Rio Grande do Norte,-6.1378,-36.7135
5107,Tenente Portela,Rio Grande do Sul,-27.3711,-53.7585
5108,Tenório,Paraíba,-6.93855,-36.6273
5109,Teodoro Sampaio,São Paulo,-22.5299,-52.1682
5110,Teodoro Sampaio,Bahia,-12.295,-38.6347
5111,Teofilândia,Bahia,-11.4827,-38.9913
5112,Teófilo Otoni,Minas Gerais,-17.8595,-41.5087
5113,Teolândia,Bahia,-13.5896,-39.484
5114,Teotônio Vilela,Alagoas,-9.91656,-36.3492
5115,Terenos,Mato Grosso do Sul,-20.4378,-54.8647
5116,Teresina,Piauí,-5.09194,-42.8034
5117,Teresina de Goiás,Goiás,-13.7801,-47.2659
5118,Teresópolis,Rio de Janeiro,-22.4165,-42.9752
5119,Terezinha,Pernambuco,-9.05621,-36.6272
5120,Terezópolis de Goiás,Goiás,-16.3945,-49.0797
5121,Terra Alta,Pará,-1.02963,-47.9004
5122,Terra Boa,Paraná,-23.7683,-52.447
5123,Terra de Areia,Rio Grande do Sul,-29.5782,-50.0644
5124,Terra Nova,Pernambuco,-8.22244,-39.3825
5125,Terra Nova,Bahia,-12.3888,-38.6238
5126,Terra Nova do Norte,Mato Grosso,-10.517,-55.231
5127,Terra Rica,Paraná,-22.7111,-52.6188
5128,Terra Roxa,Paraná,-24.1575,-54.0988
5129,Terra Roxa,São Paulo,-20.787,-48.3314
5130,Terra Santa,Pará,-2.10443,-56.4877
5131,Tesouro,Mato Grosso,-16.0809,-53.559
5132,Teutônia,Rio Grande do Sul,-29.4482,-51.8044
5133,Theobroma,Rondônia,-10.2483,-62.3538
5134,Tianguá,Ceará,-3.72965,-40.9923
5135,Tibagi,Paraná,-24.5153,-50.4176
5136,Tibau,Rio Grande do Norte,-4.83729,-37.2554
5137,Tibau do Sul,Rio Grande do Norte,-6.19176,-35.0866
5138,Tietê,São Paulo,-23.1101,-47.7164
5139,Tigrinhos,Santa Catarina,-26.6876,-53.1545
5140,Tijucas,Santa Catarina,-27.2354,-48.6322
5141,Tijucas do Sul,Paraná,-25.9311,-49.195
5142,Timbaúba,Pernambuco,-7.50484,-35.3119
5143,Timbaúba dos Batistas,Rio Grande do Norte,-6.45768,-37.2745
5144,Timbé do Sul,Santa Catarina,-28.8287,-49.842
5145,Timbiras,Maranhão,-4.25597,-43.932
5146,Timbó,Santa Catarina,-26.8246,-49.269
5147,Timbó Grande,Santa Catarina,-26.6127,-50.6607
5148,Timburi,São Paulo,-23.2057,-49.6096
5149,Timon,Maranhão,-5.09769,-42.8329
5150,Timóteo,Minas Gerais,-19.5811,-42.6471
5151,Tio Hugo,Rio Grande do Sul,-28.5712,-52.5955
5152,Tiradentes,Minas Gerais,-21.1102,-44.1744
5153,Tiradentes do Sul,Rio Grande do Sul,-27.4022,-54.0814
5154,Tiros,Minas Gerais,-19.0037,-45.9626
5155,Tobias Barreto,Sergipe,-11.1798,-37.9995
5156,Tocantínia,Tocantins,-9.5632,-48.3741
5157,Tocantinópolis,Tocantins,-6.32447,-47.4224
5158,Tocantins,Minas Gerais,-21.1774,-43.0127
5159,Tocos do Moji,Minas Gerais,-22.3698,-46.0971
5160,Toledo,Minas Gerais,-22.7421,-46.3728
5161,Toledo,Paraná,-24.7246,-53.7412
5162,Tomar do Geru,Sergipe,-11.3694,-37.8433
5163,Tomazina,Paraná,-23.7796,-49.9499
5164,Tombos,Minas Gerais,-20.9086,-42.0228
5165,Tonantins,Amazonas,-2.86582,-67.7919
5166,Toritama,Pernambuco,-8.00955,-36.0637
5167,Torixoréu,Mato Grosso,-16.2006,-52.5571
5168,Toropi,Rio Grande do Sul,-29.4782,-54.2244
5169,Torre de Pedra,São Paulo,-23.2462,-48.1955
5170,Torres,Rio Grande do Sul,-29.3334,-49.7333
5171,Torrinha,São Paulo,-22.4237,-48.1731
5172,Touros,Rio Grande do Norte,-5.20182,-35.4621
5173,Trabiju,São Paulo,-22.0388,-48.3342
5174,Tracunhaém,Pernambuco,-7.80228,-35.2314
5175,Traipu,Alagoas,-9.96262,-37.0071
5176,Trairão,Pará,-4.57347,-55.9429
5177,Trairi,Ceará,-3.26932,-39.2681
5178,Tramandaí,Rio Grande do Sul,-29.9841,-50.1322
5179,Travesseiro,Rio Grande do Sul,-29.2977,-52.0532
5180,Tremedal,Bahia,-14.9736,-41.4142
5181,Tremembé,São Paulo,-22.9571,-45.5475
5182,Três Arroios,Rio Grande do Sul,-27.5003,-52.1448
5183,Três Barras,Santa Catarina,-26.1056,-50.3197
5184,Três Barras do Paraná,Paraná,-25.4185,-53.1833
5185,Três Cachoeiras,Rio Grande do Sul,-29.4487,-49.9275
5186,Três Corações,Minas Gerais,-21.6921,-45.2511
5187,Três Coroas,Rio Grande do Sul,-29.5137,-50.7739
5188,Três de Maio,Rio Grande do Sul,-27.78,-54.2357
5189,Três Forquilhas,Rio Grande do Sul,-29.5384,-50.0708
5190,Três Fronteiras,São Paulo,-20.2344,-50.8905
5191,Três Lagoas,Mato Grosso do Sul,-20.7849,-51.7007
5192,Três Marias,Minas Gerais,-18.2048,-45.2473
5193,Três Palmeiras,Rio Grande do Sul,-27.6139,-52.8437
5194,Três Passos,Rio Grande do Sul,-27.4555,-53.9296
5195,Três Pontas,Minas Gerais,-21.3694,-45.5109
5196,Três Ranchos,Goiás,-18.3539,-47.776
5197,Três Rios,Rio de Janeiro,-22.1165,-43.2185
5198,Treviso,Santa Catarina,-28.5097,-49.4634
5199,Treze de Maio,Santa Catarina,-28.5537,-49.1565
5200,Treze Tílias,Santa Catarina,-27.0026,-51.4084
5201,Trindade,Goiás,-16.6517,-49.4927
5202,Trindade,Pernambuco,-7.759,-40.2647
5203,Trindade do Sul,Rio Grande do Sul,-27.5239,-52.8956
5204,Triunfo,Rio Grande do Sul,-29.9291,-51.7075
5205,Triunfo,Pernambuco,-7.83272,-38.0978
5206,Triunfo,Paraíba,-6.5713,-38.5986
5207,Triunfo Potiguar,Rio Grande do Norte,-5.85408,-37.1786
5208,Trizidela do Vale,Maranhão,-4.538,-44.628
5209,Trombas,Goiás,-13.5079,-48.7417
5210,Trombudo Central,Santa Catarina,-27.3033,-49.793
5211,Tubarão,Santa Catarina,-28.4713,-49.0144
5212,Tucano,Bahia,-10.9584,-38.7894
5213,Tucumã,Pará,-6.74687,-51.1626
5214,Tucunduva,Rio Grande do Sul,-27.6573,-54.4439
5215,Tucuruí,Pará,-3.7657,-49.6773
5216,Tufilândia,Maranhão,-3.67355,-45.6238
5217,Tuiuti,São Paulo,-22.8193,-46.6937
5218,Tumiritinga,Minas Gerais,-18.9844,-41.6527
5219,Tunápolis,Santa Catarina,-26.9681,-53.6417
5220,Tunas,Rio Grande do Sul,-29.1039,-52.9538
5221,Tunas do Paraná,Paraná,-24.9731,-49.0879
5222,Tuneiras do Oeste,Paraná,-23.8648,-52.8769
5223,Tuntum,Maranhão,-5.25476,-44.6444
5224,Tupã,São Paulo,-21.9335,-50.5191
5225,Tupaciguara,Minas Gerais,-18.5866,-48.6985
5226,Tupanatinga,Pernambuco,-8.74798,-37.3445
5227,Tupanci do Sul,Rio Grande do Sul,-27.9241,-51.5383
5228,Tupanciretã,Rio Grande do Sul,-29.0858,-53.8445
5229,Tupandi,Rio Grande do Sul,-29.4772,-51.4174
5230,Tuparendi,Rio Grande do Sul,-27.7598,-54.4814
5231,Tuparetama,Pernambuco,-7.6003,-37.3165
5232,Tupãssi,Paraná,-24.5879,-53.5105
5233,Tupi Paulista,São Paulo,-21.3825,-51.575
5234,Tupirama,Tocantins,-8.97168,-48.1883
5235,Tupiratins,Tocantins,-8.39388,-48.1277
5236,Turiaçu,Maranhão,-1.65893,-45.3798
5237,Turilândia,Maranhão,-2.21638,-45.3044
5238,Turiúba,São Paulo,-20.9428,-50.1135
5239,Turmalina,Minas Gerais,-17.2828,-42.7285
5240,Turmalina,São Paulo,-20.0486,-50.4792
5241,Turuçu,Rio Grande do Sul,-31.4173,-52.1706
5242,Tururu,Ceará,-3.58413,-39.4297
5243,Turvânia,Goiás,-16.6125,-50.1369
5244,Turvelândia,Goiás,-17.8502,-50.3024
5245,Turvo,Santa Catarina,-28.9272,-49.6831
5246,Turvo,Paraná,-25.0437,-51.5282
5247,Turvolândia,Minas Gerais,-21.8733,-45.7859
5248,Tutóia,Maranhão,-2.76141,-42.2755
5249,Uarini,Amazonas,-2.99609,-65.1133
5250,Uauá,Bahia,-9.83325,-39.4794
5251,Ubá,Minas Gerais,-21.1204,-42.9359
5252,Ubaí,Minas Gerais,-16.2885,-44.7783
5253,Ubaíra,Bahia,-13.2714,-39.666
5254,Ubaitaba,Bahia,-14.303,-39.3222
5255,Ubajara,Ceará,-3.85448,-40.9204
5256,Ubaporanga,Minas Gerais,-19.6351,-42.1059
5257,Ubarana,São Paulo,-21.165,-49.7198
5258,Ubatã,Bahia,-14.2063,-39.5207
5259,Ubatuba,São Paulo,-23.4332,-45.0834
5260,Uberaba,Minas Gerais,-19.7472,-47.9381
5261,Uberlândia,Minas Gerais,-18.9141,-48.2749
5262,Ubirajara,São Paulo,-22.5272,-49.6613
5263,Ubiratã,Paraná,-24.5393,-52.9865
5264,Ubiretama,Rio Grande do Sul,-28.0404,-54.686
5265,Uchoa,São Paulo,-20.9511,-49.1713
5266,Uibaí,Bahia,-11.3394,-42.1354
5267,Uiramutã,Roraima,4.60314,-60.1815
5268,Uirapuru,Goiás,-14.2835,-49.9201
5269,Uiraúna,Paraíba,-6.51504,-38.4128
5270,Ulianópolis,Pará,-3.75007,-47.4892
5271,Umari,Ceará,-6.63893,-38.7008
5272,Umarizal,Rio Grande do Norte,-5.98238,-37.818
5273,Umbaúba,Sergipe,-11.3809,-37.6623
5274,Umburanas,Bahia,-10.7339,-41.3234
5275,Umburatiba,Minas Gerais,-17.2548,-40.5779
5276,Umbuzeiro,Paraíba,-7.69199,-35.6582
